Region,District,Sub-county,Attending School (6-12 years),Not attending (6-12 years),Never  been to School (15+ years),Primary (15+ years),Secondary and above (15+ years),Total,Literate (18 + years),Not Literate (18 + years),Ever married (10-17years),Never married (10-17years),Total,Ever had a Birth (12-17years),Never had a Birth (12-17years),Total
string,string,string,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
Eastern,Kamuli,Wankole,4474,319,1271,4977,3266,9514,5357,2664,90,2213,2303,160,1490,1650
Eastern,Kamuli,Kamuli Total,104014,8782,34456,117920,79245,231621,134756,61672,3334,51657,54991,3589,36624,40213
Eastern,Kapchworwa,Central Division,2065,61,493,2079,4455,7027,4944,1259,79,1180,1259,101,865,966
Eastern,Kapchworwa,Eastern Division,2314,143,626,2274,3065,5965,3768,1340,70,1134,1204,76,803,879
Eastern,Kapchworwa,Western Division,4075,225,1042,4527,5021,10590,6264,2789,79,2138,2217,144,1484,1628
Eastern,Kapchworwa,Amukol,792,20,175,904,1008,2087,1384,383,15,427,442,17,299,316
Eastern,Kapchworwa,Chema,1864,77,637,2049,1786,4472,2414,1394,74,871,945,55,636,691
Eastern,Kapchworwa,Chepterech,942,41,310,902,921,2133,1157,605,32,514,546,40,378,418
Eastern,Kapchworwa,Gamogo,756,54,216,1026,446,1688,809,637,27,362,389,16,269,285
Eastern,Kapchworwa,Kabeywa,1095,79,334,1699,776,2809,1555,865,40,526,566,30,384,414
Eastern,Kapchworwa,Kapsinda,1557,116,460,2083,1354,3897,2282,1074,33,782,815,52,542,594
Eastern,Kapchworwa,Kaptanya,1610,97,393,1908,1362,3663,1921,1198,62,814,876,79,551,630
Eastern,Kapchworwa,Kaserem,991,51,333,1133,940,2406,1326,705,49,516,565,40,379,419
Eastern,Kapchworwa,Kawowo,1471,89,523,1837,1126,3486,1959,1023,76,733,809,51,521,572
Eastern,Kapchworwa,Munarya,1045,77,282,1558,1269,3109,1878,776,28,598,626,28,445,473
Eastern,Kapchworwa,Sipi,913,57,235,1249,1123,2607,1562,684,19,521,540,14,382,396
Eastern,Kapchworwa,Kapchworwa Total,21490,1187,6059,25228,24652,55939,33223,14732,683,11116,11799,743,7938,8681
Eastern,Katakwi,Kapujan,2795,355,975,3671,1855,6501,3592,1987,60,1412,1472,75,950,1025
Eastern,Katakwi,Magoro,3319,801,2259,5343,1759,9361,4100,3958,90,1825,1915,113,1267,1380
Eastern,Katakwi,Omodoi,3405,514,1625,4728,2119,8472,4105,3172,48,1781,1829,64,1227,1291
Eastern,Katakwi,Toroma,2297,312,874,3316,2028,6218,3574,1826,52,1235,1287,79,868,947
Eastern,Katakwi,Katakwi,7299,1179,3302,9967,4900,18169,8988,6493,215,3850,4065,227,2736,2963
Eastern,Katakwi,Katakwi Town   Council,1349,133,348,1497,2341,4186,2999,632,27,830,857,24,613,637
Eastern,Katakwi,Ngariam,2256,265,1249,3001,1355,5605,2758,2080,125,1076,1201,156,695,851
Eastern,Katakwi,Ongongoja,3072,709,1758,4320,1779,7857,3843,2860,75,1596,1671,79,1150,1229
Eastern,Katakwi,Palam,2378,343,1195,3407,1450,6052,2944,2310,102,1126,1228,111,777,888
Eastern,Katakwi,Usuk,4092,689,1936,5757,2979,10672,5581,3452,107,2257,2364,92,1639,1731
Eastern,Katakwi,Katakwi Total,32262,5300,15521,45007,22565,83093,42484,28770,901,16988,17889,1020,11922,12942
Eastern,Kibuku,Bulangira,4827,549,1755,6476,3355,11586,5982,3906,159,2518,2677,258,1701,1959
Eastern,Kibuku,Buseta,3616,382,1270,4323,1864,7457,3623,2752,107,1684,1791,62,1196,1258
Eastern,Kibuku,Kabweri,3255,278,1101,4085,1884,7070,3628,2341,173,1638,1811,100,1215,1315
Eastern,Kibuku,Kadama,4139,388,1794,4872,2859,9525,5011,3104,114,2138,2252,97,1518,1615
Eastern,Kibuku,Kagumu,5670,699,1663,7620,3248,12531,6402,4152,217,2833,3050,161,2041,2202
Eastern,Kibuku,Kasasira,4577,760,1948,5991,2010,9949,4412,4005,235,2215,2450,271,1492,1763
Eastern,Kibuku,Kibuku,2594,378,1101,3293,1442,5836,2750,2194,100,1286,1386,75,931,1006
Eastern,Kibuku,Kibuku Town Council,1682,207,622,2043,1338,4003,2058,1397,48,877,925,54,631,685
Eastern,Kibuku,Kirika,4938,641,1661,6114,2960,10735,5299,3750,137,2546,2683,107,1815,1922
Eastern,Kibuku,Tirinyi,6376,862,2437,8503,3783,14723,6936,5608,346,3189,3535,303,2213,2516
Eastern,Kibuku,Kibuku Total,41674,5144,15352,53320,24743,93415,46101,33209,1636,20924,22560,1488,14753,16241
Eastern,Kumi,Northern Division,3498,344,1182,4749,3603,9534,5801,2405,64,1926,1990,52,1425,1477
Eastern,Kumi,Southern Division,3737,229,963,4768,4159,9890,6307,2133,73,2043,2116,98,1473,1571
Eastern,Kumi,Atutur,4412,354,1318,6401,3095,10814,6172,3057,93,2255,2348,89,1637,1726
Eastern,Kumi,Kanyum,9014,1115,2413,12729,4854,19996,10951,6155,195,4468,4663,153,3206,3359
Eastern,Kumi,Kumi,3714,415,1347,5275,2201,8823,4952,2604,63,1858,1921,62,1366,1428
Eastern,Kumi,Mukongoro,9786,1138,3041,13521,5765,22327,11823,7061,232,4913,5145,194,3564,3758
Eastern,Kumi,Nyero,7100,752,2067,9276,4443,15786,9120,4242,112,3665,3777,129,2638,2767
Eastern,Kumi,Ongino,8258,1411,4099,12159,4613,20871,10539,7272,215,4392,4607,200,3126,3326
Eastern,Kumi,Kumi Total,49519,5758,16430,68878,32733,118041,65665,34929,1047,25520,26567,977,18435,19412
Eastern,Kween,Benet,2427,286,718,2610,2099,5427,2818,1790,62,1216,1278,76,845,921
Eastern,Kween,Binyiny,1039,98,343,1291,919,2553,1398,759,21,549,570,20,403,423
Eastern,Kween,Binyiny Town Council,637,76,205,794,761,1760,949,523,12,382,394,10,284,294
Eastern,Kween,Kaproron,1007,100,252,1177,1154,2583,1590,631,8,503,511,18,346,364
Eastern,Kween,Kaptoyoy,1721,111,371,1920,2129,4420,2643,1123,18,900,918,35,636,671
Eastern,Kween,Kaptum,1839,153,549,1799,2410,4758,3002,999,54,984,1038,44,731,775
Eastern,Kween,Kiriki,806,92,361,1420,1009,2790,1718,795,35,328,363,34,222,256
Eastern,Kween,Kitawoi,1615,259,522,1818,1226,3566,1845,1121,31,840,871,58,573,631
Eastern,Kween,Kwanyiy,2190,233,521,2629,1714,4864,2718,1362,78,1092,1170,79,761,840
Eastern,Kween,Kwosir,2612,291,699,2897,1870,5466,2736,1836,69,1335,1404,74,939,1013
Eastern,Kween,Moyok,1101,143,318,1343,1249,2910,1725,788,19,550,569,18,388,406
Eastern,Kween,Ngenge,5674,1767,380,1253,3043,4676,6046,3138,103,784,887,94,535,629
Eastern,Kween,Kween Total,18761,2222,6112,22741,18290,47143,26280,13946,510,9463,9973,560,6663,7223
Eastern,Luuka,Bukanga,8987,891,2819,10595,6453,19867,11774,4916,342,4554,4896,435,3170,3605
Eastern,Luuka,Bukooma,8131,1237,3195,9786,5734,18715,10025,5666,447,4105,4552,564,2780,3344
Eastern,Luuka,Bulongo,6132,632,1928,7048,4308,13284,7388,3748,196,3144,3340,212,2241,2453
Eastern,Luuka,Ikumbya,6796,1380,3151,8735,3815,15701,7925,5328,184,3666,3850,234,2566,2800
Eastern,Luuka,Irongo,5909,444,1685,6584,4343,12612,7350,3196,130,3080,3210,155,2193,2348
Eastern,Luuka,Luuka Town Council,2098,164,476,2049,2509,5034,3357,944,56,1073,1129,95,725,820
Eastern,Luuka,Nawampiti,4503,497,1441,5703,3183,10327,6084,2561,106,2450,2556,175,1728,1903
Eastern,Luuka,Waibuga,7743,861,2396,9031,6288,17715,10756,4188,505,3870,4375,415,2802,3217
Eastern,Luuka,Luuka Total,50299,6106,17091,59531,36633,113255,64659,30547,1966,25942,27908,2285,18205,20490
Eastern,Manafwa,Bubutu,4951,522,875,7106,3073,11054,5873,3546,135,2393,2528,89,1761,1850
Eastern,Manafwa,Bugobero,2785,267,436,4387,1761,6584,3758,1833,75,1406,1481,67,1015,1082
Eastern,Manafwa,Bukhabusi,2072,194,540,3090,1306,4936,2731,1466,75,1030,1105,80,703,783
Eastern,Manafwa,Bukhaweka,1831,147,468,2750,1369,4587,2746,1194,67,963,1030,64,679,743
Eastern,Manafwa,Bukhofu,1560,208,317,2354,896,3567,1935,1102,48,791,839,22,604,626
Eastern,Manafwa,Bukiabi,2592,149,417,3480,1415,5312,3319,1307,69,1101,1170,50,752,802
Eastern,Manafwa,Bukokho,4319,320,681,6036,2211,8928,5103,2589,169,1886,2055,85,1404,1489
Eastern,Manafwa,Bukusu,2515,279,577,4010,1586,6173,3388,1907,76,1299,1375,37,975,1012
Eastern,Manafwa,Bumbo,3708,351,545,5007,2345,7897,4787,1946,119,1694,1813,72,1229,1301
Eastern,Manafwa,Bumwoni,4149,343,666,5595,3052,9313,5501,2544,113,2044,2157,81,1453,1534
Eastern,Manafwa,Bunabwana,2473,313,724,3600,1477,5801,2981,2001,58,1250,1308,38,890,928
Eastern,Manafwa,Bupoto,2885,279,584,4404,1779,6767,3872,1934,109,1345,1454,73,980,1053
Eastern,Manafwa,Busukuya,2705,274,653,4174,1539,6366,3078,2322,102,1357,1459,83,961,1044
Eastern,Manafwa,Butiru,3532,397,852,5257,2617,8726,4619,2867,173,1738,1911,114,1296,1410
Eastern,Manafwa,Butta,820,81,211,1216,656,2083,1234,530,25,457,482,16,346,362
Eastern,Manafwa,Buwabwala,1491,82,344,2131,1019,3494,2070,941,77,715,792,30,541,571
Eastern,Manafwa,Buwagogo,1464,136,286,2176,1055,3517,2036,970,34,742,776,21,538,559
Eastern,Manafwa,Kaato,1905,138,540,2695,1658,4893,2768,1432,32,939,971,29,688,717
Eastern,Manafwa,Khabutoola,3056,259,511,4866,2340,7717,4524,1987,79,1722,1801,79,1271,1350
Eastern,Manafwa,Lwakhakha Town Council,1956,114,367,2531,1641,4539,2908,987,68,949,1017,39,691,730
Eastern,Manafwa,Magale,4274,368,1041,5788,3338,10167,5614,3051,169,2109,2278,104,1541,1645
Eastern,Manafwa,Manafwa Town Council,2576,134,548,3573,3159,7280,4708,1564,62,1452,1514,65,1067,1132
Eastern,Manafwa,Mukoto,1661,172,440,2709,809,3958,2063,1362,89,750,839,40,572,612
Eastern,Manafwa,Nalondo,1168,110,285,1820,914,3019,1830,755,63,583,646,45,433,478
Eastern,Manafwa,Namabya,2130,321,545,3111,1486,5142,2868,1512,66,1097,1163,53,816,869
Eastern,Manafwa,Namboko,2328,208,445,3045,1211,4701,2510,1477,78,1075,1153,46,771,817
Eastern,Manafwa,Sibanga,1555,121,341,2381,1084,3806,2046,1222,29,817,846,29,603,632
Eastern,Manafwa,Sisuni,812,105,200,1337,417,1954,1009,682,15,433,448,11,285,296
Eastern,Manafwa,Tsekululu,3353,239,799,5552,1870,8221,4567,2532,249,1448,1697,125,1084,1209
Eastern,Manafwa,Weswa,1560,124,359,2558,919,3836,2131,1121,62,757,819,38,585,623
Eastern,Manafwa,Manafwa Total,74186,6755,15597,108739,50002,174338,98577,50683,2585,36342,38927,1725,26534,28259
Eastern,Mayuge,Baitambogwe,7457,682,2930,8895,8080,19905,12352,4635,305,3978,4283,390,2814,3204
Eastern,Mayuge,Bukabooli,9497,1369,4077,11676,3612,19365,8962,7535,522,4090,4612,335,2962,3297
Eastern,Mayuge,Bukatube,7908,1387,4176,10615,4505,19296,9646,7038,372,3829,4201,382,2609,2991
Eastern,Mayuge,Busakira,6290,741,2577,7105,4047,13729,7359,4111,477,2979,3456,370,2156,2526
Eastern,Mayuge,Buwaaya,4489,544,2208,6392,1623,10223,5388,3208,249,2235,2484,298,1504,1802
Eastern,Mayuge,Imanyiro,6538,725,2779,7471,4842,15092,8532,4319,288,3317,3605,434,2219,2653
Eastern,Mayuge,Jaguzi,2075,373,1244,4218,1828,7290,4097,2621,116,859,975,120,571,691
Eastern,Mayuge,Kigandalo,6577,951,3522,7482,3410,14414,6679,5420,320,3187,3507,326,2207,2533
Eastern,Mayuge,Kityerera,9619,1096,4744,11475,5248,21467,10064,8282,550,4315,4865,520,3033,3553
Eastern,Mayuge,Malongo,20280,3153,10539,26688,10135,47362,22615,18689,878,9045,9923,820,6182,7002
Eastern,Mayuge,Mayuge Town Council,3413,227,1105,3054,4792,8951,5961,1763,113,1819,1932,103,1342,1445
Eastern,Mayuge,Mpungwe,4908,946,2707,7867,1457,12031,5644,4417,296,2689,2985,405,1786,2191
Eastern,Mayuge,Wairasa,6625,658,3005,7916,6317,17238,9971,4923,324,3341,3665,566,2184,2750
Eastern,Mayuge,Mayuge Total,95676,12852,45613,120854,59896,226363,117270,76961,4810,45683,50493,5069,31569,36638
Eastern,Mbale,Industrial Divison,5921,583,2048,6040,15312,23400,17034,3442,194,4164,4358,393,3034,3427
Eastern,Mbale,Northern Division,5510,342,1441,5941,14083,21465,15913,3132,269,3293,3562,469,2306,2775
Eastern,Mbale,Wanale Division,2441,123,579,2862,5021,8462,6101,1326,77,1480,1557,142,1066,1208
Eastern,Mbale,Bubyangu,4177,634,1860,6410,2116,10386,5306,3640,358,2063,2421,313,1460,1773
Eastern,Mbale,Budwale,1498,215,293,2493,1004,3790,2380,835,46,877,923,69,607,676
Eastern,Mbale,Bufumbo,4460,404,986,5467,3250,9703,6033,2184,172,2428,2600,247,1640,1887
Eastern,Mbale,Bukasakya,5302,684,2252,7154,6666,16072,9518,4622,343,2849,3192,371,1984,2355
Eastern,Mbale,Bukiende,4261,638,1515,6211,3666,11392,5959,3918,120,2291,2411,193,1601,1794
Eastern,Mbale,Bukonde,3732,370,1106,5254,3548,9908,5902,2590,227,1949,2176,184,1467,1651
Eastern,Mbale,Bumasikye,2393,243,702,3402,2352,6456,3596,1954,90,1324,1414,98,946,1044
Eastern,Mbale,Bumbobi,3336,298,1286,4531,2832,8649,4452,2989,159,1649,1808,134,1205,1339
Eastern,Mbale,Bungokho,5312,598,2059,7900,5153,15112,8152,4875,225,2861,3086,262,2027,2289
Eastern,Mbale,Bungokho Mutoto,6249,465,2158,8712,8046,18916,12192,4252,400,3304,3704,323,2501,2824
Eastern,Mbale,Busano,3156,210,708,4156,2587,7451,4205,2151,119,1548,1667,136,1095,1231
Eastern,Mbale,Busiu,4866,609,1087,7138,4262,12487,7044,3625,120,2669,2789,174,1871,2045
Eastern,Mbale,Busoba,4069,501,1170,5976,3726,10872,6200,3121,81,2258,2339,100,1636,1736
Eastern,Mbale,Lukhonge,2115,156,434,2972,1432,4838,2829,1292,103,1056,1159,63,762,825
Eastern,Mbale,Lwasso,1750,159,549,2847,1187,4583,2612,1326,61,865,926,56,641,697
Eastern,Mbale,Nakaloke,4670,457,1534,6034,3823,11391,6794,2953,183,2457,2640,244,1675,1919
Eastern,Mbale,Nakaloke Town Council,5329,371,1593,6476,6521,14590,9168,3393,206,2780,2986,235,2013,2248
Eastern,Mbale,Namanyonyi,5628,767,2040,8025,6299,16364,9782,4353,227,3109,3336,452,2048,2500
Eastern,Mbale,Nyondo,2091,400,734,2878,2846,6458,3834,1703,64,1283,1347,68,944,1012
Eastern,Mbale,Wanale,2713,337,618,4306,1728,6652,3792,1883,186,1362,1548,138,1000,1138
Eastern,Mbale,Mbale Total,90979,9564,28752,123185,107460,259397,158798,65559,4030,49919,53949,4864,35529,40393
Eastern,Namayingo,Banda,8853,1590,3770,11771,4768,20309,9300,7927,421,4333,4754,394,2990,3384
Eastern,Namayingo,Bukana,1526,366,697,2473,805,3975,1858,1639,119,652,771,115,417,532
Eastern,Namayingo,Buhemba,5987,833,2175,7619,2595,12389,5703,4950,325,2440,2765,417,1500,1917
Eastern,Namayingo,Buswale,5380,938,2406,7550,2768,12724,6057,4819,264,2616,2880,210,1818,2028
Eastern,Namayingo,Buyinja,4955,605,1890,5628,2640,10158,4846,3744,188,2413,2601,172,1686,1858
Eastern,Namayingo,Lolwe,1673,123,920,4265,2017,7202,4860,1936,105,537,642,74,379,453
Eastern,Namayingo,Mutumba,8935,1278,2904,12038,4127,19069,8451,7849,356,4122,4478,436,2723,3159
Eastern,Namayingo,Namayingo TC,3129,442,1120,3808,2655,7583,4270,2202,80,1733,1813,112,1208,1320
Eastern,Namayingo,Sigulu Island,2827,300,1118,4825,2217,8160,5069,2185,102,1274,1376,118,879,997
Eastern,Namayingo,Namayingo Total,43265,6475,17000,59977,24592,101569,50414,37251,1960,20120,22080,2048,13600,15648
Eastern,Namutumba,Bulange,9421,1029,4032,11196,5118,20346,9875,7661,335,4240,4575,284,2954,3238
Eastern,Namutumba,Ivukula,9526,1066,3931,11578,5170,20679,10331,7342,376,4312,4688,277,3047,3324
Eastern,Namutumba,Kibaale,7101,757,3350,7761,4244,15355,7609,5380,208,3419,3627,131,2520,2651
Eastern,Namutumba,Magada,10165,1293,4505,12530,5215,22250,10707,8104,292,5067,5359,237,3675,3912
Eastern,Namutumba,Namutumba,7803,942,3403,9758,4370,17531,8624,6192,243,3842,4085,175,2809,2984
Eastern,Namutumba,Namutumba Town Council,3718,249,1368,3598,4473,9439,5869,2201,191,1912,2103,227,1342,1569
Eastern,Namutumba,Nsinze,5305,482,2180,6175,3777,12132,6578,3669,98,2756,2854,115,1952,2067
Eastern,Namutumba,Namutumba Total,53039,5818,22769,62596,32367,117732,59593,40549,1743,25548,27291,1446,18299,19745
Eastern,Ngora,Kapir,6446,760,2058,9084,4201,15343,8464,4611,111,3378,3489,175,2402,2577
Eastern,Ngora,Kobwin,7019,858,2172,9207,4317,15696,8713,4567,180,3594,3774,155,2573,2728
Eastern,Ngora,Mukura,6821,832,2002,9493,5655,17150,10374,4282,103,3749,3852,162,2691,2853
Eastern,Ngora,Ngora,5822,849,2159,7943,3876,13978,7473,4425,109,3123,3232,134,2240,2374
Eastern,Ngora,Ngora Town Council,2677,284,667,3262,3567,7496,4841,1611,44,1519,1563,82,1094,1176
Eastern,Ngora,Ngora Total,28785,3583,9058,38989,21616,69663,39865,19496,547,15363,15910,708,11000,11708
Eastern,Pallisa,Butebo,5960,894,1930,8103,3684,13717,4566,3684,298,2929,3227,266,2050,2316
Eastern,Pallisa,Kabwangasi,5948,467,2101,7367,4216,13684,4619,4216,341,2953,3294,241,2169,2410
Eastern,Pallisa,Kakoro,3677,293,959,4571,2760,8290,2607,2760,122,1927,2049,128,1391,1519
Eastern,Pallisa,Kanginima,1930,241,592,2675,1390,4657,1392,1390,76,1066,1142,54,782,836
Eastern,Pallisa,Kibale,3448,479,917,4778,1972,7667,2961,1972,71,1753,1824,63,1257,1320
Eastern,Pallisa,Opwateta,3477,386,899,4819,2184,7902,2542,2184,104,1820,1924,109,1274,1383
Eastern,Pallisa,Petete,5670,648,1893,6760,3384,12037,4201,3384,260,2736,2996,233,1928,2161
Eastern,Pallisa,Kamuge,4489,566,1334,5999,2667,10000,3921,2667,182,2306,2488,281,1504,1785
Eastern,Pallisa,Kasodo,2972,396,1075,3701,1990,6766,2282,1990,113,1556,1669,112,1103,1215
Eastern,Pallisa,Olok,3689,357,1011,4475,1990,7476,2925,1990,166,1837,2003,79,1362,1441
Eastern,Pallisa,Pallisa,3223,428,1528,4049,1685,7262,3032,1685,87,1690,1777,64,1248,1312
Eastern,Pallisa,Pallisa Town Council,6655,528,1956,7453,6634,16043,4708,6634,182,3511,3693,200,2523,2723
Eastern,Pallisa,Puti-Puti,4980,754,1968,6412,2892,11272,4018,2892,216,2512,2728,141,1853,1994
Eastern,Pallisa,Agule,3803,368,1004,5228,2467,8699,3000,2467,115,1913,2028,168,1282,1450
Eastern,Pallisa,Akisim,2576,243,935,3954,1617,6506,2360,1617,281,1175,1456,586,500,1086
Eastern,Pallisa,Apopong,5719,700,1683,7674,2644,12001,4819,2644,199,2744,2943,134,1998,2132
Eastern,Pallisa,Chelekura,2644,231,732,3368,1468,5568,2205,1468,73,1394,1467,66,1005,1071
Eastern,Pallisa,Gogonyo,6251,875,2906,7998,3382,14286,5754,3382,432,3101,3533,395,2166,2561
Eastern,Pallisa,Kameke,3711,373,1053,5167,1862,8082,2772,1862,85,1899,1984,84,1372,1456
Eastern,Pallisa,Pallisa Total,80822,9227,26476,104551,50888,181915,64684,50888,3403,40822,44225,3404,28767,32171
Eastern,Serere,Bugondo,7595,1075,1700,10727,4061,16488,9617,4355,191,3764,3955,197,2617,2814
Eastern,Serere,Kadungulu,6957,711,2011,9709,2946,14666,8046,4389,330,3191,3521,220,2298,2518
Eastern,Serere,Kasilo Town Council,667,45,170,981,667,1818,1128,417,15,366,381,15,276,291
Eastern,Serere,Labori,4073,557,1257,6119,1858,9234,4643,3353,268,1816,2084,86,1379,1465
Eastern,Serere,Pingire,7048,754,1811,10105,4327,16243,8950,4893,237,3483,3720,240,2480,2720
Eastern,Serere,Atiira,4339,489,1097,6427,2744,10268,6137,2596,136,2115,2251,177,1473,1650
Eastern,Serere,Kateta,10756,2095,3835,15772,6079,25686,13180,8495,239,5761,6000,324,4027,4351
Eastern,Serere,Kyere,10635,1186,2816,14115,5790,22721,12389,6832,414,5070,5484,280,3626,3906
Eastern,Serere,Olio,5988,509,1469,8406,4098,13973,8237,3636,149,2957,3106,157,2093,2250
Eastern,Serere,Serere Town Council,1388,85,303,1630,2640,4573,3319,655,12,819,831,29,591,620
Eastern,Serere,Serere Total,59446,7506,16469,83991,35210,135670,75646,39621,1991,29342,31333,1725,20860,22585
Eastern,Sironko,Budadiri Town Council,3213,151,583,4518,4652,9753,6733,1529,104,1933,2037,129,1478,1607
Eastern,Sironko,Bugitimwa,1561,260,863,2800,858,4521,2125,1774,82,824,906,42,619,661
Eastern,Sironko,Buhugu,1412,103,481,2386,1170,4037,2231,1224,34,804,838,46,569,615
Eastern,Sironko,Bukhulo,3839,336,1204,4886,2726,8816,4604,2866,112,1982,2094,99,1431,1530
Eastern,Sironko,Bukiise,3857,408,1552,6096,3219,10867,6011,3344,136,2086,2222,113,1538,1651
Eastern,Sironko,Bukiyi,2405,241,700,4053,2159,6912,3916,1992,69,1332,1401,64,973,1037
Eastern,Sironko,Bukyabo,1537,102,412,2224,916,3552,1906,1116,21,746,767,29,558,587
Eastern,Sironko,Bukyambi,651,80,216,1186,537,1939,1078,555,21,368,389,20,268,288
Eastern,Sironko,Bumalimba,3094,359,1031,5061,2838,8930,5041,2620,88,1760,1848,68,1313,1381
Eastern,Sironko,Bumasifwa,1961,196,847,3373,1311,5531,2807,1974,122,945,1067,57,730,787
Eastern,Sironko,Bunyafa,2249,230,713,4019,1273,6005,2900,2157,92,1201,1293,93,895,988
Eastern,Sironko,Busulani,1414,130,549,2300,1254,4103,2305,1208,43,811,854,48,596,644
Eastern,Sironko,Butandiga,1097,175,267,1986,922,3175,1803,855,75,605,680,36,483,519
Eastern,Sironko,Buteza,2246,234,706,3685,1263,5654,2950,1865,113,1114,1227,108,807,915
Eastern,Sironko,Buwalasi,2446,256,763,4485,2351,7599,4447,2142,83,1349,1432,67,995,1062
Eastern,Sironko,Buwasa,1600,117,464,2858,1539,4861,2708,1418,68,910,978,52,701,753
Eastern,Sironko,Buyobo,2472,392,849,4531,1798,7178,3961,2240,106,1352,1458,87,982,1069
Eastern,Sironko,Masaba,1705,478,1070,3192,955,5217,2438,2076,67,953,1020,56,711,767
Eastern,Sironko,Nalusala,1714,171,456,3229,1417,5102,2823,1579,83,940,1023,67,716,783
Eastern,Sironko,Sironko Town Council,3040,392,947,4131,3905,8983,5258,2417,138,1831,1969,91,1376,1467
Eastern,Sironko,Zesui,2127,276,936,3459,1147,5542,2611,2172,126,1087,1213,83,805,888
Eastern,Sironko,Sironko Total,45640,5087,15609,74458,38210,128277,70656,39123,1783,24933,26716,1455,18544,19999
Eastern,Soroti,Eastern Division,2855,133,676,3330,7181,11187,8449,1458,110,1869,1979,153,1382,1535
Eastern,Soroti,Northern Division,2657,234,686,2910,6991,10587,8050,1279,100,1711,1811,150,1229,1379
Eastern,Soroti,Western Division,1698,86,327,1491,5318,7136,5620,682,30,1186,1216,75,872,947
Eastern,Soroti,Tubur,4471,693,1707,5891,2655,10253,5674,2935,126,2375,2501,193,1647,1840
Eastern,Soroti,Kamuda,7925,792,1895,11652,4115,17662,10124,4829,319,3806,4125,302,2643,2945
Eastern,Soroti,Asuret,7734,1319,2619,11543,4878,19040,10834,5375,280,4004,4284,237,2831,3068
Eastern,Soroti,Katine,7282,1000,2306,10091,3873,16270,9056,4672,332,3480,3812,305,2469,2774
Eastern,Soroti,Soroti,4572,349,1258,5620,6568,13446,9266,2325,156,2601,2757,228,1829,2057
Eastern,Soroti,Arapai,7631,1404,3104,10878,5983,19965,11318,5548,354,4108,4462,363,2903,3266
Eastern,Soroti,Gweri,9771,1164,3532,14185,5721,23438,13118,6796,209,5050,5259,221,3624,3845
Eastern,Soroti,Soroti Total,56596,7174,18110,77591,53283,148984,91509,35899,2016,30190,32206,2227,21429,23656
Eastern,Tororo,Kwapa,4166,375,1405,5699,3302,10406,5497,3341,88,2302,2390,1682,84,1766
Eastern,Tororo,Malaba Town Council,3044,245,912,4236,4499,9647,6361,2137,146,1682,1828,1284,90,1374
Eastern,Tororo,Mella,4118,319,1357,5279,3187,9823,5254,3100,107,2147,2254,1505,108,1613
Eastern,Tororo,Merikit,5213,593,2286,7397,2940,12623,5828,5007,261,2539,2800,1845,149,1994
Eastern,Tororo,Molo,3871,379,1417,5434,2532,9383,4667,3293,170,2017,2187,1464,129,1593
Eastern,Tororo,Mukuju,7900,711,3555,10801,4749,19105,8874,7395,334,4080,4414,2843,333,3176
Eastern,Tororo,Osukuru,8739,825,3395,12700,7470,23565,12078,8050,320,4782,5102,3365,364,3729
Eastern,Tororo,Iyolwa,4161,677,1554,5607,2291,9452,4902,3132,179,2162,2341,1560,147,1707
Eastern,Tororo,Kirewa,5816,725,3099,7341,3079,13519,6012,5401,360,2797,3157,1998,236,2234
Eastern,Tororo,Kisoko,3811,450,1842,5515,2403,9760,4471,3865,120,2007,2127,1394,118,1512
Eastern,Tororo,Magola,3707,369,1281,5042,2492,8815,4771,2701,152,1866,2018,1360,115,1475
Eastern,Tororo,Mulanda,8039,836,3194,10983,4655,18832,8884,7128,315,4022,4337,2850,257,3107
Eastern,Tororo,Nabuyoga,6591,717,2903,8109,3482,14494,6326,5967,441,3005,3446,2149,266,2415
Eastern,Tororo,Nagongera,5329,592,2826,6660,2941,12427,5489,5040,375,2518,2893,1753,372,2125
Eastern,Tororo,Nagongera Town Council,2359,366,1141,3163,1824,6128,2877,2296,91,1283,1374,916,101,1017
Eastern,Tororo,Paya,6147,750,3290,7878,3079,14247,6244,5946,307,2825,3132,1971,265,2236
Eastern,Tororo,Petta,3335,206,1198,4666,1955,7819,3655,3036,147,1619,1766,1006,244,1250
Eastern,Tororo,Rubongi,7388,610,2813,10470,5648,18931,9884,6273,260,3937,4197,2848,272,3120
Eastern,Tororo,Sop-Sop,3095,252,1326,3995,1557,6878,3115,2744,134,1449,1583,996,119,1115
Eastern,Tororo,Eastern Division,3156,258,900,3515,6210,10625,7546,1588,89,2087,2176,1501,145,1646
Eastern,Tororo,Western Division,3759,303,1291,3759,7979,13029,9224,2030,155,2415,2570,1824,134,1958
Eastern,Tororo,Tororo Total,103744,10558,42985,138249,78274,259508,131959,89470,4551,53541,58092,38114,4048,42162
